employee_id;absence_days;sick_days;vacation_days_taken;bank_hours;overtime_hours;tardiness_count;performance_rating;bonus_percentage;tenure_years;probation_completed;last_promotion_date;last_training_date;compliance_status
emp_18320;2;4;18;7,0;50,0;1;2;4,5;6,09;True;;2025-01-17;compliant
emp_18321;0;6;12;200,0;1,0;4;4;15,93;1,28;True;2025-04-12;2025-03-15;compliant
emp_18322;3;3;24;-65,0;51,0;6;4;4,13;5,22;True;;2023-09-25;compliant
emp_18323;0;4;17;59,0;28,0;5;3;12,3;11,99;True;;;non-compliant
emp_18324;4;4;14;-96,0;73,0;2;5;11,46;7,7;True;2019-08-06;2025-03-16;compliant
emp_18325;1;4;17;195,0;57,0;4;4;10,13;5,59;True;;2024-02-18;compliant
emp_18326;2;5;24;-85,0;84,0;7;4;13,48;7,41;True;;2024-06-17;compliant
emp_18327;3;3;14;51,0;0,0;2;1;14,51;6,51;True;2023-08-14;2023-10-26;non-compliant
emp_18328;5;3;28;59,0;36,0;6;2;7,0;4,67;True;2023-03-13;2023-11-07;compliant
emp_18329;2;2;15;-96,0;4,0;4;4;19,26;8,53;True;;;non-compliant
emp_18330;2;3;22;117,0;65,0;8;2;5,63;15,44;True;2023-08-11;2025-04-09;compliant
emp_18331;3;1;12;114,0;25,0;1;1;16,4;11,48;True;;2025-01-17;compliant
emp_18332;2;5;19;25,0;57,0;2;4;13,57;12,28;True;;2023-12-31;compliant
emp_18333;2;5;11;-64,0;6,0;9;2;13,37;5,84;True;2023-07-13;2024-07-07;compliant
emp_18334;2;3;15;158,0;83,0;5;4;10,59;9,75;True;2016-12-17;2024-12-08;compliant
emp_18335;3;3;21;54,0;69,0;4;4;6,7;2,96;True;;2025-03-20;compliant
emp_18336;0;4;9;-40,0;72,0;5;5;7,25;14,86;True;2013-06-04;;compliant
emp_18337;1;5;13;-91,0;15,0;0;4;18,3;5,79;True;;2023-09-15;compliant
emp_18338;2;4;17;121,0;5,0;3;4;6,76;11,08;True;2021-07-29;2025-01-25;compliant
emp_18339;0;4;14;183,0;97,0;10;2;13,3;3,33;True;;2024-09-23;compliant
emp_18340;3;5;24;126,0;86,0;3;3;12,2;1,13;True;;2024-06-11;compliant
emp_18341;1;5;13;-23,0;50,0;4;3;2,22;5,82;True;2025-03-12;;compliant
emp_18342;1;5;18;86,0;48,0;7;3;2,66;13,35;True;;2023-11-27;compliant
emp_18343;1;2;19;138,0;86,0;2;5;12,33;8,56;True;2021-03-26;2025-01-05;compliant
emp_18344;3;3;14;63,0;88,0;8;5;10,43;10,47;True;;2023-12-18;compliant
emp_18345;1;3;9;148,0;23,0;8;4;8,22;5,76;True;;;compliant
emp_18346;3;0;18;165,0;100,0;11;4;15,8;3,65;True;2025-05-23;;compliant
emp_18347;1;1;10;56,0;29,0;4;1;5,67;9,7;True;;;non-compliant
emp_18348;1;3;14;54,0;79,0;11;3;9,9;7,8;True;;2023-08-21;compliant
emp_18349;2;4;13;-89,0;15,0;3;1;14,78;6,28;True;2023-02-25;2024-08-11;compliant
emp_18350;2;3;19;152,0;75,0;3;1;6,44;9,43;True;2022-05-24;;compliant
emp_18351;1;3;8;16,0;49,0;6;3;3,17;0,79;True;;2024-11-26;compliant
emp_18352;4;3;22;47,0;5,0;5;4;2,88;6,15;True;2022-03-09;2024-11-07;compliant
emp_18353;4;4;21;156,0;73,0;5;1;13,91;15,49;True;2012-03-04;;non-compliant
emp_18354;1;4;9;174,0;8,0;6;5;14,19;9,95;True;;2024-09-30;compliant
emp_18355;3;2;10;-76,0;13,0;5;3;8,37;5,12;True;;2024-06-29;compliant
emp_18356;1;0;25;39,0;95,0;5;3;10,77;4,44;True;2023-10-07;2024-02-11;non-compliant
emp_18357;2;2;7;-1,0;37,0;5;1;7,57;12,65;True;;2023-12-12;compliant
emp_18358;5;6;16;-32,0;80,0;7;3;8,33;5,62;True;2024-03-20;2025-01-26;compliant
emp_18359;3;2;16;-65,0;28,0;5;1;7,76;1,24;True;2025-06-09;2024-04-28;compliant
emp_18360;1;1;11;-38,0;7,0;8;2;9,25;14,14;True;;;compliant
emp_18361;1;3;11;181,0;18,0;5;1;13,8;8,96;True;2020-04-11;2024-08-05;compliant
emp_18362;3;3;16;0,0;74,0;4;4;12,61;12,55;True;2015-07-27;;compliant
emp_18363;1;1;10;111,0;16,0;5;3;8,56;4,99;True;;2025-05-23;compliant
emp_18364;3;5;14;59,0;82,0;3;4;12,3;8,65;True;2020-05-05;2023-09-15;compliant
emp_18365;2;3;13;127,0;62,0;10;5;8,6;6,47;True;2023-11-04;2023-12-02;compliant
emp_18366;3;3;17;153,0;4,0;4;2;0,0;12,53;True;2024-08-30;2024-11-29;compliant
emp_18367;2;4;15;-100,0;56,0;5;5;13,46;6,43;True;;;compliant
emp_18368;1;3;10;131,0;45,0;4;1;1,92;11,65;True;;2023-07-11;compliant
emp_18369;3;2;16;97,0;2,0;6;5;0,27;5,87;True;2021-11-11;2023-10-10;compliant
emp_18370;4;2;18;110,0;51,0;7;3;10,51;2,08;True;;2024-08-18;compliant
emp_18371;2;5;13;-61,0;45,0;3;5;6,33;8,54;True;;2023-11-28;compliant
emp_18372;1;2;9;183,0;46,0;2;4;8,57;14,26;True;2020-04-05;2023-12-09;compliant
emp_18373;2;3;17;192,0;93,0;4;1;16,36;11,22;True;2025-03-19;;compliant
emp_18374;4;1;13;74,0;95,0;2;2;15,0;11,74;True;2022-05-02;;compliant
emp_18375;0;3;10;112,0;17,0;6;5;12,88;4,05;True;2023-03-17;2024-06-23;compliant
emp_18376;0;3;11;-55,0;21,0;2;3;9,27;11,16;True;2019-09-30;2025-02-23;compliant
emp_18377;2;2;11;-63,0;76,0;2;5;7,19;0,62;True;;;compliant
emp_18378;2;4;14;-3,0;13,0;4;4;13,19;11,75;True;2015-03-18;2023-07-29;compliant
emp_18379;2;5;10;-81,0;8,0;8;5;7,46;8,5;True;;2023-11-30;compliant
emp_18380;2;2;16;10,0;59,0;5;3;7,73;2,19;True;;;compliant
emp_18381;2;2;16;107,0;93,0;4;1;18,07;12,37;True;;;compliant
emp_18382;4;2;15;16,0;49,0;12;3;12,84;3,12;True;;2024-04-09;compliant
emp_18383;3;3;15;131,0;6,0;2;1;7,48;9,34;True;2022-09-21;;compliant
emp_18384;0;4;17;75,0;36,0;5;3;8,19;12,88;True;2024-09-27;;non-compliant
emp_18385;2;2;16;193,0;29,0;5;2;4,51;13,29;True;;2024-01-21;compliant
emp_18386;4;6;20;191,0;84,0;3;3;15,22;11,91;True;;2025-03-12;compliant
emp_18387;2;3;11;105,0;75,0;4;2;9,94;2,26;True;;2025-06-07;compliant
emp_18388;1;6;14;65,0;83,0;6;3;15,76;15,4;True;;2024-11-15;compliant
emp_18389;0;4;16;8,0;17,0;5;3;13,78;6,69;True;;2024-08-21;compliant
emp_18390;4;3;17;-50,0;57,0;2;1;2,73;8,7;True;;;compliant
emp_18391;3;3;11;-91,0;47,0;6;1;13,4;12,57;True;;2025-01-23;compliant
emp_18392;2;3;12;187,0;44,0;1;4;3,35;6,22;True;;2025-02-11;non-compliant
emp_18393;1;3;14;107,0;53,0;5;4;2,31;14,06;True;2020-05-21;2023-09-15;compliant
emp_18394;6;2;19;136,0;92,0;1;1;13,8;2,65;True;;2024-08-25;compliant
emp_18395;3;1;12;111,0;15,0;3;5;9,41;2,06;True;2025-01-29;2024-07-27;compliant
emp_18396;3;1;21;121,0;9,0;11;4;14,2;11,21;True;;;compliant
emp_18397;2;2;13;-1,0;21,0;3;4;11,85;11,33;True;;;compliant
emp_18398;5;2;20;142,0;29,0;3;2;12,55;2,42;True;;2024-12-19;compliant
emp_18399;1;5;9;-78,0;4,0;3;2;15,43;7,16;True;;;compliant
emp_18400;1;7;10;145,0;61,0;4;2;17,91;5,24;True;;;compliant
emp_18401;1;5;23;173,0;50,0;6;3;13,68;11,4;True;2020-04-27;;compliant
emp_18402;2;3;14;-82,0;17,0;5;4;12,54;3,91;True;2025-04-03;2025-03-05;compliant
emp_18403;0;3;13;196,0;43,0;4;4;13,26;12,97;True;2019-06-24;;compliant
emp_18404;2;4;19;174,0;26,0;7;4;7,04;9,44;True;;;compliant
emp_18405;7;3;15;-95,0;99,0;6;1;15,02;7,16;True;2024-09-21;;compliant
emp_18406;3;2;15;-19,0;22,0;0;4;11,33;9,51;True;2020-12-20;2023-08-22;compliant
emp_18407;3;4;14;144,0;54,0;2;3;15,56;2,25;True;2025-01-30;;compliant
emp_18408;3;4;13;60,0;55,0;2;2;6,19;5,03;True;2022-08-04;2024-06-17;compliant
emp_18409;2;1;17;60,0;27,0;6;4;12,2;5,13;True;2021-10-15;2025-06-21;compliant
emp_18410;0;0;20;82,0;57,0;5;2;7,55;9,75;True;2022-01-13;2025-06-25;compliant
emp_18411;1;5;15;-88,0;12,0;9;2;8,25;9,47;True;;2024-11-13;compliant
emp_18412;4;1;12;145,0;13,0;1;1;9,26;9,28;True;;;compliant
emp_18413;0;4;15;78,0;5,0;4;4;10,44;8,04;True;2025-06-09;2024-08-05;compliant
emp_18414;4;2;14;-8,0;84,0;8;5;1,53;6,65;True;;;compliant
emp_18415;4;5;16;53,0;31,0;4;2;8,22;1,7;True;;2024-04-18;compliant
emp_18416;2;2;10;-95,0;24,0;4;4;12,8;10,65;True;;2025-04-15;compliant
emp_18417;2;2;16;137,0;29,0;7;3;11,93;9,76;True;2019-11-07;2023-08-02;compliant
emp_18418;4;3;18;-84,0;69,0;3;2;4,46;3,23;True;;2024-04-07;compliant
emp_18419;4;3;11;-94,0;18,0;5;2;9,1;14,82;True;;2024-02-11;compliant
emp_18420;1;3;8;57,0;92,0;10;3;14,84;15,44;True;2019-01-29;;compliant
emp_18421;4;2;14;64,0;73,0;5;5;10,94;6,69;True;;;compliant
emp_18422;3;5;12;18,0;97,0;7;3;9,74;0,77;True;;2023-10-17;non-compliant
emp_18423;1;2;11;-1,0;6,0;3;3;7,97;9,87;True;;2024-04-04;compliant
emp_18424;1;1;20;113,0;54,0;6;4;9,86;8,53;True;;2024-01-16;non-compliant
emp_18425;2;2;12;-57,0;66,0;7;3;11,26;0,75;True;;2024-05-30;compliant
emp_18426;4;2;23;-50,0;37,0;3;4;0,0;11,81;True;;2024-05-01;compliant
emp_18427;1;3;15;158,0;48,0;3;1;6,0;10,14;True;;2024-09-14;compliant
emp_18428;1;4;14;146,0;76,0;3;4;13,15;9,41;True;2024-06-16;2023-08-29;compliant
emp_18429;4;1;16;177,0;84,0;3;5;5,86;5,8;True;2022-01-27;;compliant
emp_18430;2;2;17;35,0;36,0;2;1;9,47;14,05;True;2016-06-29;2024-04-07;compliant
emp_18431;1;8;11;-80,0;64,0;4;3;14,83;1,38;True;;;compliant
emp_18432;4;3;10;47,0;79,0;2;4;14,68;0,82;True;;2024-04-07;compliant
emp_18433;1;4;23;-29,0;82,0;5;3;5,4;3,22;True;2024-06-07;2024-01-19;compliant
emp_18434;3;2;18;89,0;66,0;13;4;13,38;11,82;True;2015-01-13;;compliant
emp_18435;2;4;19;108,0;14,0;4;2;11,02;12,99;True;;2023-11-07;compliant
emp_18436;4;1;14;-25,0;98,0;4;2;13,83;9,81;True;;2025-02-09;non-compliant
emp_18437;4;1;18;191,0;70,0;1;4;15,88;13,93;True;;;compliant
emp_18438;5;3;11;126,0;50,0;7;2;6,73;15,03;True;2012-04-18;2023-10-09;compliant
emp_18439;2;3;18;63,0;80,0;4;5;10,57;4,04;True;2022-08-13;2024-03-14;compliant
emp_18440;0;2;10;29,0;24,0;4;3;3,36;14,87;True;;2024-04-22;compliant
emp_18441;1;3;11;149,0;76,0;4;2;14,42;9,79;True;;;compliant
emp_18442;3;1;13;75,0;64,0;3;2;10,14;0,53;True;;;compliant
emp_18443;3;5;12;-15,0;36,0;6;5;1,91;9,12;True;2020-02-18;;non-compliant
emp_18444;4;3;13;127,0;61,0;7;1;3,52;5,82;True;;2023-10-18;compliant
emp_18445;1;3;8;-13,0;79,0;4;2;10,17;12,98;True;;2023-11-09;compliant
emp_18446;1;2;13;122,0;7,0;6;5;4,57;6,79;True;;2024-08-29;compliant
emp_18447;2;2;17;-5,0;77,0;2;2;7,76;1,29;True;2025-05-09;;compliant
emp_18448;0;3;12;85,0;47,0;6;4;5,95;10,81;True;2022-06-03;;compliant
emp_18449;4;2;18;-41,0;0,0;0;2;5,01;12,4;True;;2024-10-11;compliant
emp_18450;2;4;15;106,0;75,0;2;5;3,39;9,44;True;;2023-10-10;compliant
emp_18451;3;4;15;52,0;41,0;8;2;5,77;14,47;True;;2024-07-01;non-compliant
emp_18452;2;1;13;-8,0;11,0;4;5;14,98;6,1;True;;2024-02-08;compliant
emp_18453;3;4;15;-22,0;100,0;5;1;9,34;7,01;True;;2024-12-28;compliant
emp_18454;3;6;10;-72,0;53,0;3;4;10,3;2,4;True;;;compliant
emp_18455;2;4;9;83,0;25,0;3;3;6,52;1,34;True;2025-03-10;2023-11-13;compliant
emp_18456;1;1;9;8,0;17,0;4;4;7,97;9,12;True;;2023-10-23;compliant
emp_18457;2;3;20;-3,0;29,0;5;4;15,87;10,51;True;2018-05-26;2024-10-09;compliant
emp_18458;5;1;18;31,0;8,0;9;4;7,58;3,73;True;;2024-08-22;compliant
emp_18459;1;7;11;157,0;60,0;5;3;5,53;12,01;True;2024-11-28;2024-07-04;compliant
emp_18460;2;2;18;-69,0;73,0;2;4;10,94;7,66;True;2023-08-15;2024-10-17;compliant
emp_18461;1;3;20;79,0;6,0;7;3;10,33;7,96;True;2021-12-22;2023-09-10;non-compliant
emp_18462;3;3;11;195,0;57,0;3;3;5,36;9,77;True;2021-07-02;;compliant
emp_18463;3;2;20;157,0;4,0;7;3;11,47;15,03;True;;2023-10-16;non-compliant
emp_18464;2;6;17;118,0;47,0;10;5;10,65;9,36;True;;2024-06-02;compliant
emp_18465;2;3;14;183,0;42,0;4;2;5,78;8,17;True;;2024-04-22;compliant
emp_18466;1;4;17;78,0;40,0;5;2;6,59;11,4;True;2020-07-25;2025-02-05;non-compliant
emp_18467;2;3;16;38,0;17,0;7;1;9,48;6,12;True;;2024-07-26;compliant
emp_18468;4;2;12;-46,0;69,0;6;1;8,01;2,82;True;2024-12-20;;compliant
emp_18469;2;8;23;129,0;23,0;3;1;11,38;13,0;True;;2023-10-08;compliant
emp_18470;2;2;10;-4,0;7,0;3;1;2,02;8,75;True;2025-04-10;2024-05-25;compliant
emp_18471;3;4;12;-17,0;14,0;3;4;13,75;0,85;True;;;compliant
emp_18472;3;1;14;23,0;40,0;6;3;12,1;2,64;True;;2024-06-05;compliant
emp_18473;1;7;26;91,0;46,0;4;2;6,7;9,76;True;2018-05-22;2024-12-19;compliant
emp_18474;2;6;11;-30,0;45,0;4;5;7,02;3,19;True;;2024-12-01;compliant
emp_18475;4;1;10;-65,0;43,0;4;5;9,06;5,41;True;2023-03-07;2024-09-14;compliant
emp_18476;1;2;12;-43,0;8,0;7;3;6,86;14,15;True;;2023-11-28;compliant
emp_18477;5;5;19;79,0;94,0;7;1;23,33;3,13;True;2024-05-01;2024-09-07;compliant
emp_18478;2;2;20;0,0;81,0;7;4;7,56;3,92;True;;2023-12-22;compliant
emp_18479;2;3;9;58,0;23,0;4;5;16,84;8,02;True;;2025-02-08;non-compliant
emp_18480;4;5;17;199,0;2,0;7;1;10,17;10,68;True;2023-01-08;2025-05-17;compliant
emp_18481;4;1;19;126,0;16,0;5;5;7,85;0,56;True;;2024-03-20;compliant
emp_18482;2;0;13;174,0;27,0;5;4;5,48;7,31;True;2021-01-12;2024-02-02;compliant
emp_18483;1;2;7;86,0;28,0;3;4;0,49;15,22;True;;;compliant
emp_18484;3;1;11;133,0;44,0;3;2;14,22;5,68;True;;2025-02-20;compliant
emp_18485;4;3;13;137,0;0,0;1;4;12,4;7,76;True;2020-10-07;;compliant
emp_18486;0;3;20;84,0;79,0;5;5;8,6;0,71;True;;;compliant
emp_18487;1;2;10;115,0;40,0;5;4;4,71;6,0;True;2022-11-12;2024-12-23;non-compliant
emp_18488;1;3;11;-70,0;26,0;7;2;12,81;10,33;True;;2024-08-21;compliant
emp_18489;3;4;7;107,0;17,0;5;3;14,1;5,92;True;;2024-08-23;compliant
emp_18490;5;1;13;27,0;49,0;2;1;8,08;10,27;True;2021-08-17;2023-07-03;compliant
emp_18491;4;4;12;-29,0;0,0;6;4;1,12;12,47;True;;2024-11-09;compliant
emp_18492;0;3;14;191,0;42,0;4;2;5,22;11,91;True;;2024-05-13;compliant
emp_18493;1;1;11;104,0;83,0;7;5;10,74;14,62;True;2015-05-16;2023-10-05;compliant
emp_18494;3;2;19;73,0;91,0;6;1;15,34;7,77;True;2019-05-05;2024-04-24;compliant
emp_18495;4;5;14;36,0;18,0;5;4;6,46;2,46;True;2024-08-22;2024-08-16;compliant
emp_18496;3;3;10;-65,0;17,0;2;2;8,99;15,3;True;;2024-06-02;compliant
emp_18497;0;2;20;182,0;22,0;9;3;19,8;11,49;True;;2024-03-19;compliant
emp_18498;5;1;14;132,0;1,0;2;5;6,2;2,56;True;2024-10-17;;compliant
emp_18499;4;3;8;-81,0;67,0;3;1;11,79;2,38;True;2024-09-30;2025-04-07;compliant
emp_18500;2;1;20;4,0;6,0;3;3;7,98;9,72;True;;2024-01-12;non-compliant
emp_18501;1;3;26;-57,0;17,0;6;4;18,0;6,81;True;2020-09-14;;compliant
emp_18502;4;2;19;112,0;26,0;4;5;7,2;15,39;True;2022-05-04;2024-08-03;compliant
emp_18503;1;6;12;-49,0;31,0;5;1;6,91;10,69;True;2018-09-28;2024-11-26;compliant
emp_18504;0;0;13;7,0;8,0;6;2;8,21;10,08;True;2019-10-22;2023-07-01;compliant
emp_18505;2;2;19;76,0;64,0;3;2;10,62;7,52;True;;2024-08-07;compliant
emp_18506;0;2;9;22,0;84,0;4;2;11,01;11,56;True;2018-08-13;2024-05-25;compliant
emp_18507;0;1;18;0,0;20,0;2;5;5,01;12,32;True;;2024-02-01;compliant
emp_18508;1;0;17;121,0;32,0;4;4;12,31;6,72;True;2019-12-18;2024-10-13;compliant
emp_18509;1;4;11;152,0;88,0;6;1;7,37;10,96;True;;;compliant
emp_18510;2;2;19;166,0;73,0;6;4;2,19;5,75;True;;2024-10-24;compliant
emp_18511;3;2;12;183,0;71,0;6;3;6,65;14,89;True;;2023-08-10;compliant
emp_18512;1;3;17;44,0;97,0;5;5;15,06;13,83;True;;2024-05-08;non-compliant
emp_18513;0;2;18;42,0;65,0;5;3;14,44;4,07;True;2025-04-05;;compliant
emp_18514;2;1;8;-58,0;12,0;7;4;15,32;1,84;True;2024-12-21;2023-10-02;compliant
emp_18515;2;4;14;-46,0;87,0;5;2;14,55;11,58;True;;;compliant
emp_18516;1;2;14;-60,0;96,0;2;5;12,4;7,89;True;;2025-06-12;compliant
emp_18517;2;1;12;89,0;13,0;5;2;7,87;10,12;True;;;compliant
emp_18518;2;2;8;65,0;25,0;5;4;7,57;0,54;True;;2025-03-18;compliant
emp_18519;2;3;19;175,0;82,0;7;5;12,55;7,16;True;;2025-04-11;non-compliant
emp_18520;4;0;15;48,0;70,0;3;4;8,92;11,5;True;;2024-03-06;compliant
emp_18521;3;3;9;-87,0;5,0;3;3;12,18;13,24;True;2024-05-29;;compliant
emp_18522;2;1;16;160,0;58,0;9;5;5,89;3,99;True;2023-01-16;2024-07-06;compliant
emp_18523;1;4;10;144,0;64,0;11;2;5,22;3,98;True;2023-08-30;2023-07-14;compliant
emp_18524;1;3;14;33,0;33,0;9;4;14,71;1,0;True;;2025-04-12;compliant
emp_18525;0;6;18;32,0;9,0;6;1;6,72;10,26;True;2023-10-21;2023-11-14;compliant
emp_18526;3;3;9;-6,0;38,0;2;4;7,15;5,65;True;2021-08-22;2024-02-17;compliant
emp_18527;5;7;18;5,0;77,0;11;5;12,14;10,32;True;2020-05-16;;compliant
emp_18528;2;5;19;44,0;44,0;2;3;12,9;9,54;True;2021-08-26;;non-compliant
emp_18529;1;4;14;138,0;94,0;3;2;7,81;7,69;True;;;compliant
emp_18530;1;1;12;165,0;69,0;4;1;9,41;1,99;True;;2023-09-17;compliant
emp_18531;2;3;18;39,0;21,0;6;1;12,01;9,62;True;2019-03-29;2023-12-16;compliant
emp_18532;3;2;17;-6,0;88,0;3;4;2,79;12,05;True;;2025-01-23;non-compliant
emp_18533;2;2;10;42,0;92,0;6;1;0,0;9,13;True;;;non-compliant
emp_18534;1;3;14;126,0;97,0;7;1;10,08;2,06;True;;2025-03-30;compliant
emp_18535;1;2;16;154,0;99,0;5;5;12,17;4,32;True;2023-02-11;;compliant
emp_18536;1;5;11;15,0;57,0;7;3;11,23;1,56;True;;2025-06-07;compliant
emp_18537;5;5;15;83,0;62,0;3;3;14,54;10,58;True;2022-09-03;;compliant
emp_18538;2;6;23;118,0;79,0;2;1;11,15;11,05;True;2025-04-15;2023-08-10;compliant
emp_18539;1;3;14;103,0;92,0;3;4;16,81;11,17;True;;;compliant
emp_18540;3;4;18;-66,0;97,0;7;3;7,89;10,36;True;;2025-01-07;compliant
emp_18541;2;4;18;-85,0;30,0;5;3;7,62;6,06;True;;2024-08-08;compliant
emp_18542;2;6;13;19,0;72,0;2;3;2,63;14,81;True;;2024-11-24;compliant
emp_18543;4;2;8;-94,0;84,0;3;2;12,48;10,42;True;;2025-06-19;compliant
emp_18544;0;2;11;81,0;55,0;3;2;3,48;10,59;True;;2025-03-18;compliant
emp_18545;4;3;8;150,0;75,0;5;2;15,47;6,34;True;;2024-03-28;compliant
emp_18546;2;6;10;64,0;19,0;5;4;4,59;6,46;True;;2024-08-30;non-compliant
emp_18547;0;1;13;34,0;77,0;6;5;7,62;5,09;True;;2023-12-18;compliant
emp_18548;3;3;14;-74,0;83,0;5;1;16,25;13,28;True;;2024-09-18;compliant
emp_18549;2;4;18;110,0;25,0;3;4;12,0;7,95;True;2022-08-05;;compliant
emp_18550;2;2;12;-56,0;42,0;7;4;7,64;7,77;True;;2023-07-15;compliant
emp_18551;4;2;14;158,0;31,0;7;3;12,56;2,49;True;;;non-compliant
emp_18552;3;2;11;100,0;38,0;8;4;13,99;7,96;True;;2024-07-23;compliant
emp_18553;1;4;14;-89,0;13,0;4;1;6,89;11,89;True;2019-10-12;2024-10-26;compliant
emp_18554;3;1;14;22,0;63,0;6;2;5,7;7,37;True;2021-02-13;2023-07-18;compliant
emp_18555;2;4;13;-21,0;36,0;6;3;8,95;10,42;True;2018-05-20;2024-10-07;compliant
emp_18556;1;1;16;-69,0;98,0;3;3;8,25;10,86;True;;2024-02-27;compliant
emp_18557;1;2;16;149,0;53,0;4;2;4,0;0,87;True;;2024-09-20;compliant
emp_18558;2;3;16;-6,0;43,0;8;1;13,58;5,92;True;2023-07-24;2024-06-07;compliant
emp_18559;1;4;17;-10,0;5,0;7;3;6,58;0,89;True;;2024-04-08;compliant
emp_18560;1;3;18;193,0;97,0;5;3;8,06;13,71;True;;2024-09-16;compliant
emp_18561;1;0;17;140,0;25,0;1;5;4,22;2,44;True;;2023-11-28;compliant
emp_18562;0;3;24;70,0;8,0;5;3;10,57;1,64;True;;;compliant
emp_18563;3;2;16;-84,0;28,0;4;2;2,24;4,16;True;2022-08-26;2023-07-06;non-compliant
emp_18564;1;3;18;140,0;77,0;5;2;10,73;2,42;True;;;compliant
emp_18565;2;5;21;-48,0;18,0;5;3;18,32;6,13;True;;2024-12-13;compliant
emp_18566;3;3;15;-56,0;40,0;8;4;8,14;2,9;True;2024-04-25;2024-03-10;compliant
emp_18567;3;2;19;190,0;50,0;6;2;7,47;15,21;True;;;compliant
emp_18568;1;2;9;140,0;32,0;7;4;6,21;12,21;True;2015-09-21;2024-10-09;compliant
emp_18569;1;1;20;160,0;36,0;4;3;15,23;7,18;True;;;compliant
emp_18570;1;3;16;114,0;32,0;1;1;22,33;13,92;True;;;compliant
emp_18571;1;6;15;121,0;92,0;9;2;16,86;8,44;True;2019-10-28;2023-07-19;compliant
emp_18572;3;1;15;48,0;54,0;5;3;18,8;3,87;True;2024-09-12;;compliant
emp_18573;2;2;13;167,0;92,0;2;5;13,96;4,58;True;;2024-03-02;compliant
emp_18574;2;1;15;-4,0;41,0;7;3;4,81;9,91;True;;2025-06-11;compliant
emp_18575;1;2;21;-43,0;55,0;4;2;9,31;11,64;True;2023-06-04;2024-07-16;compliant
emp_18576;2;5;10;-1,0;28,0;3;5;13,06;5,55;True;;2024-12-30;compliant
emp_18577;0;4;17;-56,0;86,0;5;2;12,86;12,15;True;;;non-compliant
emp_18578;0;1;18;-25,0;53,0;7;5;9,88;14,93;True;;2023-09-05;compliant
emp_18579;2;1;10;47,0;46,0;3;5;11,15;13,92;True;2014-01-03;2024-01-25;compliant
emp_18580;0;2;9;-3,0;90,0;5;5;14,1;10,76;True;;2023-12-26;compliant
emp_18581;4;2;14;36,0;89,0;6;2;7,34;3,01;True;2024-01-11;;non-compliant
emp_18582;2;1;21;177,0;46,0;9;2;5,9;2,52;True;2024-03-22;2024-12-31;compliant
emp_18583;1;9;16;-93,0;10,0;4;4;6,68;3,65;True;2023-12-21;;compliant
emp_18584;1;4;17;92,0;42,0;8;1;6,08;8,28;True;2021-01-05;2025-01-18;compliant
emp_18585;2;2;17;-91,0;62,0;7;1;0,0;14,81;True;2019-09-08;2024-08-10;compliant
emp_18586;1;1;14;-73,0;7,0;5;5;9,76;7,9;True;2019-03-18;;compliant
emp_18587;3;2;8;138,0;52,0;6;3;3,36;12,13;True;;;compliant
emp_18588;1;3;17;29,0;87,0;9;5;12,34;15,32;True;2012-01-21;2023-11-30;compliant
emp_18589;1;2;24;-23,0;75,0;5;4;10,98;10,41;True;2025-02-26;2024-04-13;compliant
emp_18590;2;2;16;146,0;62,0;7;1;8,29;7,48;True;2019-02-18;2024-12-20;compliant
emp_18591;4;5;16;34,0;86,0;10;2;9,4;0,52;True;;2025-03-06;compliant
emp_18592;2;3;22;191,0;40,0;8;1;5,34;9,76;True;;2024-12-04;compliant
emp_18593;1;1;23;190,0;63,0;7;2;7,34;7,67;True;;;non-compliant
emp_18594;1;7;21;90,0;80,0;5;2;5,45;4,6;True;2022-03-01;2025-06-28;compliant
emp_18595;2;5;17;-8,0;38,0;7;2;10,3;2,24;True;;2024-07-20;compliant
emp_18596;2;5;20;37,0;84,0;3;5;0,58;4,93;True;;2023-09-02;non-compliant
emp_18597;2;3;20;161,0;73,0;3;4;14,48;7,37;True;2025-04-15;;compliant
emp_18598;1;1;10;158,0;55,0;3;2;6,07;15,28;True;2018-03-27;2023-10-30;compliant
emp_18599;2;0;18;-100,0;3,0;2;5;12,85;7,05;True;2024-01-06;2024-02-23;non-compliant
emp_18600;3;4;15;185,0;2,0;2;4;13,57;3,88;True;;2024-10-24;compliant
emp_18601;0;2;18;-69,0;57,0;3;2;13,86;14,45;True;;2023-11-30;compliant
emp_18602;4;4;17;-4,0;85,0;10;1;10,8;5,9;True;2025-01-29;2024-01-04;compliant
emp_18603;1;2;15;38,0;19,0;6;1;13,26;6,19;True;2025-04-11;2025-02-09;compliant
emp_18604;2;2;15;52,0;84,0;4;1;12,22;4,86;True;2024-10-07;;compliant
emp_18605;2;2;12;161,0;52,0;7;4;5,3;8,21;True;;;compliant
emp_18606;0;4;13;165,0;63,0;8;5;25,99;5,72;True;2024-02-04;2024-06-30;compliant
emp_18607;5;1;14;-73,0;64,0;4;5;3,43;2,71;True;2024-12-03;2024-05-20;compliant
emp_18608;1;2;14;116,0;99,0;8;5;2,9;8,87;True;;2023-09-22;compliant
emp_18609;2;5;20;-22,0;79,0;9;5;8,11;3,85;True;;2025-05-05;non-compliant
emp_18610;3;1;20;167,0;68,0;6;3;10,88;9,16;True;;2024-10-13;compliant
emp_18611;2;0;13;35,0;82,0;5;3;1,66;7,76;True;2019-05-09;;compliant
